"","WT 1","WT 2","WT 3","KO 1","KO 2","KO 3"
"ENSMUSG00000083549",19,27,36,13,32,37
"ENSMUSG00000083550",0,0,0,0,0,0
"ENSMUSG00000083551",0,0,0,0,0,0
"ENSMUSG00000083552",0,0,0,0,0,0
"ENSMUSG00000083553",0,0,0,0,0,0
"ENSMUSG00000083554",39,40,83,37,55,78
"ENSMUSG00000083555",0,0,0,0,0,0
"ENSMUSG00000083556",1,0,1,1,2,1
"ENSMUSG00000083557",53,81,106,49,67,62
"ENSMUSG00000083558",0,0,0,0,0,0
"ENSMUSG00000083560",0,0,0,0,0,0
"ENSMUSG00000083561",0,0,0,0,0,0
"ENSMUSG00000083562",0,0,0,0,0,0
"ENSMUSG00000083563",8,43,14,7,27,23
"ENSMUSG00000083564",0,0,0,0,0,0
"ENSMUSG00000083565",0,0,0,1,0,0
"ENSMUSG00000083566",0,0,0,0,0,0
"ENSMUSG00000083567",62,97,104,60,110,84
"ENSMUSG00000083568",0,0,0,0,0,0
"ENSMUSG00000083569",0,0,1,0,0,0
"ENSMUSG00000083570",0,0,0,0,0,0
"ENSMUSG00000083572",1,0,0,0,0,0
"ENSMUSG00000083573",0,0,0,0,1,0
"ENSMUSG00000083574",0,0,0,0,1,0
"ENSMUSG00000083576",0,0,0,0,0,0
"ENSMUSG00000083577",0,1,0,0,0,0
"ENSMUSG00000083578",0,0,0,0,0,0
"ENSMUSG00000083579",6,10,10,5,13,15
"ENSMUSG00000083580",1,0,0,0,0,0
"ENSMUSG00000083581",0,0,0,0,0,0
"ENSMUSG00000083582",0,0,0,0,0,0
"ENSMUSG00000083584",2,1,0,0,1,0
"ENSMUSG00000083585",0,0,1,0,0,1
"ENSMUSG00000083586",0,1,1,1,0,0
"ENSMUSG00000083587",0,1,0,0,0,1
"ENSMUSG00000083588",0,0,0,0,0,0
"ENSMUSG00000083589",0,0,0,0,0,0
"ENSMUSG00000083590",0,0,0,0,0,0
"ENSMUSG00000083592",0,0,0,0,0,0
"ENSMUSG00000083594",0,0,0,0,0,0
"ENSMUSG00000083595",114,122,139,78,104,125
"ENSMUSG00000083596",0,0,0,0,0,0
"ENSMUSG00000083597",0,0,0,0,0,0
"ENSMUSG00000083598",0,0,0,0,0,0
"ENSMUSG00000083599",84,115,118,75,74,83
"ENSMUSG00000083601",0,0,0,0,0,0
"ENSMUSG00000083602",0,0,0,0,0,0
"ENSMUSG00000083603",7,1,0,2,2,1
"ENSMUSG00000083605",0,0,0,0,0,0
"ENSMUSG00000083606",0,0,0,0,0,0
"ENSMUSG00000083607",0,0,0,0,0,0
"ENSMUSG00000083608",0,0,0,0,0,0
"ENSMUSG00000083609",0,2,0,0,1,0
"ENSMUSG00000083610",591,575,823,459,625,633
"ENSMUSG00000083611",0,0,0,0,0,3
"ENSMUSG00000083613",0,0,0,0,0,0
"ENSMUSG00000083614",9,6,5,7,7,7
"ENSMUSG00000083615",0,0,0,0,0,0
"ENSMUSG00000083616",0,0,0,0,0,0
"ENSMUSG00000083617",0,0,0,0,0,0
"ENSMUSG00000083618",0,0,0,0,0,0
"ENSMUSG00000083619",0,0,0,0,0,0
"ENSMUSG00000083620",0,0,0,0,0,0
"ENSMUSG00000083621",5,7,10,4,11,12
"ENSMUSG00000083622",0,3,0,1,2,0
"ENSMUSG00000083623",13,14,20,13,12,39
"ENSMUSG00000083624",0,0,0,0,0,0
"ENSMUSG00000083625",0,0,0,0,0,0
"ENSMUSG00000083626",4,5,3,3,2,1
"ENSMUSG00000083627",0,0,0,0,0,0
"ENSMUSG00000083628",0,0,0,0,0,0
"ENSMUSG00000083629",0,0,0,0,0,0
"ENSMUSG00000083630",2,0,1,0,0,0
"ENSMUSG00000083631",0,0,0,0,0,0
"ENSMUSG00000083632",0,0,0,0,0,0
"ENSMUSG00000083633",0,3,0,2,1,3
"ENSMUSG00000083635",0,0,0,0,0,0
"ENSMUSG00000083636",0,0,0,0,0,0
"ENSMUSG00000083637",0,1,0,0,0,0
"ENSMUSG00000083640",153,206,220,144,146,167
"ENSMUSG00000083641",0,0,0,0,0,0
"ENSMUSG00000083642",0,0,0,0,0,0
"ENSMUSG00000083643",0,0,0,0,0,0
"ENSMUSG00000083644",0,0,0,0,0,0
"ENSMUSG00000083645",0,0,0,0,0,0
"ENSMUSG00000083646",142,154,220,117,147,210
"ENSMUSG00000083648",0,0,0,0,0,0
"ENSMUSG00000083649",5,5,8,6,8,8
"ENSMUSG00000083650",1,1,1,0,1,1
"ENSMUSG00000083651",0,0,1,1,0,0
"ENSMUSG00000083653",0,0,0,0,0,0
"ENSMUSG00000083654",0,0,0,0,0,0
"ENSMUSG00000083655",4,12,17,8,14,10
"ENSMUSG00000083657",0,0,0,0,0,0
"ENSMUSG00000083658",3,0,3,1,1,5
"ENSMUSG00000083659",0,0,0,0,0,1
"ENSMUSG00000083660",0,0,0,0,0,0
"ENSMUSG00000083661",0,0,0,0,0,0
"ENSMUSG00000083662",0,0,0,0,0,1
"ENSMUSG00000083663",0,0,0,0,0,0
"ENSMUSG00000083664",0,0,0,0,0,0
"ENSMUSG00000083665",0,0,0,0,0,0
"ENSMUSG00000083666",0,0,0,0,0,1
"ENSMUSG00000083667",0,0,0,0,0,0
"ENSMUSG00000083668",5,4,11,4,7,8
"ENSMUSG00000083669",9,14,3,7,11,8
"ENSMUSG00000083670",0,1,0,0,1,0
"ENSMUSG00000083671",0,1,0,0,0,0
"ENSMUSG00000083673",0,0,0,0,0,0
"ENSMUSG00000083674",90,121,169,114,113,112
"ENSMUSG00000083676",0,0,0,0,0,0
"ENSMUSG00000083677",0,0,0,0,1,0
"ENSMUSG00000083678",3,13,15,2,7,12
"ENSMUSG00000083679",3300,4585,5827,2952,4860,4492
"ENSMUSG00000083680",0,0,0,0,0,0
"ENSMUSG00000083681",136,149,293,127,176,186
"ENSMUSG00000083682",0,0,0,0,0,0
"ENSMUSG00000083683",0,0,0,0,0,0
"ENSMUSG00000083684",0,0,0,0,0,0
"ENSMUSG00000083685",0,0,0,0,0,0
"ENSMUSG00000083686",0,0,0,0,0,0
"ENSMUSG00000083687",1,0,0,0,1,0
"ENSMUSG00000083688",92,111,151,89,106,123
"ENSMUSG00000083689",0,1,1,0,0,0
"ENSMUSG00000083691",0,1,0,0,0,0
"ENSMUSG00000083692",403,566,810,377,577,560
"ENSMUSG00000083693",0,0,2,1,0,2
"ENSMUSG00000083695",21,13,7,10,9,8
"ENSMUSG00000083697",1,1,1,0,0,2
"ENSMUSG00000083698",0,0,0,0,0,0
"ENSMUSG00000083699",27,20,42,23,19,37
"ENSMUSG00000083700",100,141,170,99,108,121
"ENSMUSG00000083701",1,0,0,1,0,0
"ENSMUSG00000083702",0,0,0,0,0,0
"ENSMUSG00000083704",0,0,0,0,0,0
"ENSMUSG00000083705",3,6,5,3,5,7
"ENSMUSG00000083706",0,0,0,0,0,0
"ENSMUSG00000083707",0,0,0,0,0,0
"ENSMUSG00000083708",139,172,201,119,144,126
"ENSMUSG00000083709",0,0,0,0,0,0
"ENSMUSG00000083710",0,0,0,0,0,0
"ENSMUSG00000083711",0,0,1,0,0,0
"ENSMUSG00000083713",1,3,0,0,1,1
"ENSMUSG00000083714",0,0,0,0,0,0
"ENSMUSG00000083715",0,0,0,0,0,0
"ENSMUSG00000083716",0,1,0,0,1,0
"ENSMUSG00000083717",0,0,0,0,0,0
"ENSMUSG00000083718",142,137,173,146,158,139
"ENSMUSG00000083719",0,0,0,0,0,0
"ENSMUSG00000083720",0,0,1,0,0,0
"ENSMUSG00000083721",1,0,1,3,1,1
"ENSMUSG00000083722",0,0,0,0,0,2
"ENSMUSG00000083723",0,0,2,0,0,0
"ENSMUSG00000083725",10,9,12,8,12,17
"ENSMUSG00000083727",0,0,0,0,0,0
"ENSMUSG00000083728",0,0,1,0,0,1
"ENSMUSG00000083729",18,24,40,15,30,29
"ENSMUSG00000083731",0,6,3,2,2,1
"ENSMUSG00000083732",1,0,2,0,1,4
"ENSMUSG00000083733",0,0,0,0,0,0
"ENSMUSG00000083734",0,0,1,0,2,0
"ENSMUSG00000083735",0,0,0,0,0,0
"ENSMUSG00000083736",12,9,22,14,14,19
"ENSMUSG00000083737",73,151,237,94,178,115
"ENSMUSG00000083738",1,1,2,0,1,2
"ENSMUSG00000083739",0,0,0,0,0,0
"ENSMUSG00000083740",0,0,0,0,0,0
"ENSMUSG00000083741",0,0,0,0,0,0
"ENSMUSG00000083742",0,0,0,0,0,0
"ENSMUSG00000083743",0,0,0,0,0,0
"ENSMUSG00000083744",19,32,33,13,16,29
"ENSMUSG00000083745",1,2,3,1,1,2
"ENSMUSG00000083747",0,0,0,0,0,0
"ENSMUSG00000083748",0,2,1,0,1,0
"ENSMUSG00000083749",0,0,0,0,0,0
"ENSMUSG00000083750",0,0,0,0,0,0
"ENSMUSG00000083751",0,0,0,0,0,1
"ENSMUSG00000083752",2,0,3,0,0,4
"ENSMUSG00000083753",0,0,0,0,0,0
"ENSMUSG00000083754",0,0,0,0,0,0
"ENSMUSG00000083755",0,0,0,0,0,0
"ENSMUSG00000083756",0,0,0,0,0,0
"ENSMUSG00000083757",0,1,0,0,0,2
"ENSMUSG00000083760",0,0,0,0,0,0
"ENSMUSG00000083761",0,0,0,0,0,0
"ENSMUSG00000083763",0,0,0,0,0,0
"ENSMUSG00000083764",275,346,453,247,330,326
"ENSMUSG00000083766",0,0,0,0,0,0
"ENSMUSG00000083767",126,166,208,94,143,126
"ENSMUSG00000083768",234,277,372,170,291,243
"ENSMUSG00000083769",0,0,0,0,0,0
"ENSMUSG00000083771",0,0,0,0,0,0
"ENSMUSG00000083772",0,0,0,0,0,1
"ENSMUSG00000083773",26,1,33,0,0,0
"ENSMUSG00000083774",373,535,704,365,510,509
"ENSMUSG00000083775",0,0,0,0,0,0
"ENSMUSG00000083776",0,0,0,0,0,0
"ENSMUSG00000083777",4,5,9,8,9,5
"ENSMUSG00000083778",0,0,0,0,0,0
"ENSMUSG00000083779",0,0,0,0,0,1
"ENSMUSG00000083780",0,0,0,0,0,0
"ENSMUSG00000083781",0,0,0,0,0,0
"ENSMUSG00000083782",0,0,1,2,0,0
"ENSMUSG00000083783",2,1,1,0,0,0
"ENSMUSG00000083784",0,0,0,0,0,0
"ENSMUSG00000083785",0,0,0,0,0,0
"ENSMUSG00000083786",0,0,0,0,0,0
"ENSMUSG00000083787",1,0,0,1,0,0
"ENSMUSG00000083788",0,0,0,0,0,0
"ENSMUSG00000083789",1,1,0,4,2,1
"ENSMUSG00000083791",0,0,0,0,0,0
"ENSMUSG00000083792",0,0,0,0,0,0
"ENSMUSG00000083793",126,147,180,100,153,123
"ENSMUSG00000083794",0,0,0,0,0,0
"ENSMUSG00000083795",0,0,0,1,0,0
"ENSMUSG00000083796",2,1,1,0,1,1
"ENSMUSG00000083797",0,0,0,0,0,0
"ENSMUSG00000083798",152,179,268,146,185,188
"ENSMUSG00000083801",0,0,0,0,0,0
"ENSMUSG00000083803",0,0,0,0,0,0
"ENSMUSG00000083804",45,45,58,42,54,55
"ENSMUSG00000083805",4,0,0,0,4,0
"ENSMUSG00000083806",0,0,0,0,0,0
"ENSMUSG00000083807",0,0,0,0,1,0
"ENSMUSG00000083808",2,4,3,1,2,14
"ENSMUSG00000083809",0,0,0,0,0,0
"ENSMUSG00000083810",0,0,0,0,0,0
"ENSMUSG00000083811",18,20,29,30,22,16
"ENSMUSG00000083812",0,2,1,0,1,0
"ENSMUSG00000083813",234,227,342,167,254,253
"ENSMUSG00000083814",0,0,0,0,0,0
"ENSMUSG00000083815",30,25,57,22,17,38
"ENSMUSG00000083816",49,54,45,26,48,36
"ENSMUSG00000083817",1,0,0,0,1,1
"ENSMUSG00000083818",0,0,0,0,0,0
"ENSMUSG00000083819",244,248,328,201,255,284
"ENSMUSG00000083820",393,724,850,439,667,569
"ENSMUSG00000083821",0,0,0,0,0,0
"ENSMUSG00000083822",0,0,0,0,0,0
"ENSMUSG00000083823",0,0,0,0,1,0
"ENSMUSG00000083825",0,0,0,0,0,0
"ENSMUSG00000083826",0,0,0,0,0,0
"ENSMUSG00000083827",0,2,0,0,0,0
"ENSMUSG00000083828",0,0,0,0,0,0
"ENSMUSG00000083829",666,852,1126,673,884,919
"ENSMUSG00000083830",24,24,40,20,34,32
"ENSMUSG00000083831",184,205,272,165,221,183
"ENSMUSG00000083832",192,410,560,270,388,339
"ENSMUSG00000083833",0,0,0,0,0,0
"ENSMUSG00000083834",164,182,243,149,179,189
"ENSMUSG00000083835",0,2,2,0,0,1
"ENSMUSG00000083836",7,2,6,3,8,8
"ENSMUSG00000083837",0,1,0,0,0,0
"ENSMUSG00000083838",2,2,0,0,0,0
"ENSMUSG00000083839",0,0,0,0,0,0
"ENSMUSG00000083840",10,23,19,11,6,12
"ENSMUSG00000083841",31,24,35,20,21,29
"ENSMUSG00000083842",1,0,0,0,0,0
"ENSMUSG00000083843",0,0,0,0,0,0
"ENSMUSG00000083844",938,1079,1458,779,1123,1071
"ENSMUSG00000083845",0,0,1,0,1,0
"ENSMUSG00000083846",0,0,0,0,0,0
"ENSMUSG00000083847",0,0,0,0,0,0
"ENSMUSG00000083848",0,0,0,0,0,0
"ENSMUSG00000083849",100,99,120,76,93,91
"ENSMUSG00000083851",0,0,0,0,0,0
"ENSMUSG00000083852",0,0,0,0,0,0
"ENSMUSG00000083853",8,9,7,9,2,9
"ENSMUSG00000083854",197,238,335,161,267,246
"ENSMUSG00000083855",0,0,0,0,0,0
"ENSMUSG00000083856",327,358,575,317,335,421
"ENSMUSG00000083857",0,0,0,0,0,0
"ENSMUSG00000083858",0,0,0,0,0,0
"ENSMUSG00000083859",0,0,0,0,0,0
"ENSMUSG00000083860",0,3,0,2,0,1
"ENSMUSG00000083861",0,0,0,0,0,0
"ENSMUSG00000083863",4,20,12,2,4,7
"ENSMUSG00000083864",627,681,927,474,635,783
"ENSMUSG00000083866",0,0,0,0,0,2
"ENSMUSG00000083867",0,0,0,0,0,0
"ENSMUSG00000083868",0,0,0,0,0,0
"ENSMUSG00000083869",0,0,0,0,0,0
"ENSMUSG00000083870",0,0,0,0,0,0
"ENSMUSG00000083871",0,0,0,0,0,0
"ENSMUSG00000083872",0,0,0,2,0,0
"ENSMUSG00000083873",0,0,0,0,1,0
"ENSMUSG00000083874",0,0,1,0,0,0
"ENSMUSG00000083875",0,1,0,0,0,0
"ENSMUSG00000083876",0,0,0,0,0,0
"ENSMUSG00000083877",0,1,0,0,1,0
"ENSMUSG00000083878",0,0,0,0,0,0
"ENSMUSG00000083879",129,190,216,115,168,143
"ENSMUSG00000083880",0,0,0,0,0,0
"ENSMUSG00000083881",0,0,0,1,0,0
"ENSMUSG00000083882",0,0,0,0,0,0
"ENSMUSG00000083883",0,0,0,0,0,0
"ENSMUSG00000083884",0,0,0,0,0,0
"ENSMUSG00000083885",0,0,0,0,0,0
"ENSMUSG00000083886",0,0,0,0,0,0
"ENSMUSG00000083887",0,1,0,0,0,0
"ENSMUSG00000083888",9,12,19,13,11,12
"ENSMUSG00000083889",8,14,9,9,8,10
"ENSMUSG00000083890",149,173,244,124,166,152
"ENSMUSG00000083892",572,689,1104,555,730,704
"ENSMUSG00000083894",0,0,0,0,0,0
"ENSMUSG00000083895",97,160,162,59,156,122
"ENSMUSG00000083896",0,0,0,0,0,0
"ENSMUSG00000083897",5,8,8,5,9,5
"ENSMUSG00000083899",26,48,21,24,43,33
"ENSMUSG00000083900",5,18,9,6,10,16
"ENSMUSG00000083901",0,0,0,0,0,0
"ENSMUSG00000083902",261,309,338,223,294,271
"ENSMUSG00000083903",9,16,13,9,17,9
"ENSMUSG00000083904",1,2,6,0,3,0
"ENSMUSG00000083905",0,0,0,0,0,0
"ENSMUSG00000083906",62,102,132,59,84,113
"ENSMUSG00000083907",58,71,109,64,72,87
"ENSMUSG00000083908",9,20,29,7,15,19
"ENSMUSG00000083909",0,0,0,2,0,3
"ENSMUSG00000083910",0,0,0,1,0,0
"ENSMUSG00000083911",0,0,0,1,1,2
"ENSMUSG00000083912",142,219,331,140,227,225
"ENSMUSG00000083913",0,0,0,0,0,0
"ENSMUSG00000083914",1,0,0,0,0,0
"ENSMUSG00000083915",0,0,0,0,0,0
"ENSMUSG00000083916",0,0,0,0,0,0
"ENSMUSG00000083917",2,0,0,1,0,0
"ENSMUSG00000083918",0,0,0,0,0,0
"ENSMUSG00000083919",0,0,0,0,0,0
"ENSMUSG00000083920",0,0,0,0,0,0
"ENSMUSG00000083921",7,4,7,6,4,6
"ENSMUSG00000083922",0,1,0,0,1,1
"ENSMUSG00000083923",0,0,0,0,0,0
"ENSMUSG00000083924",0,0,0,0,0,0
"ENSMUSG00000083925",7,6,5,4,11,8
"ENSMUSG00000083926",2,1,2,5,3,6
"ENSMUSG00000083927",0,0,0,0,0,0
"ENSMUSG00000083928",0,0,0,0,0,0
"ENSMUSG00000083929",0,0,0,0,0,0
"ENSMUSG00000083930",227,262,259,183,247,279
"ENSMUSG00000083931",0,0,0,0,0,0
"ENSMUSG00000083932",0,0,0,0,0,0
"ENSMUSG00000083933",0,0,0,0,0,0
"ENSMUSG00000083934",0,0,0,0,0,0
"ENSMUSG00000083935",0,10,9,2,3,4
"ENSMUSG00000083936",9,5,14,4,11,13
"ENSMUSG00000083937",177,245,315,153,214,241
"ENSMUSG00000083938",0,0,0,0,0,0
"ENSMUSG00000083939",0,0,0,0,0,0
"ENSMUSG00000083940",15,12,11,6,11,9
"ENSMUSG00000083941",0,0,0,0,0,0
"ENSMUSG00000083942",0,0,0,0,0,0
"ENSMUSG00000083943",14,19,16,14,16,20
"ENSMUSG00000083944",0,0,0,0,0,0
"ENSMUSG00000083945",0,0,0,0,0,0
"ENSMUSG00000083946",0,0,0,0,0,0
"ENSMUSG00000083947",0,0,0,0,0,0
"ENSMUSG00000083948",0,0,0,0,0,0
"ENSMUSG00000083949",0,0,0,0,0,0
"ENSMUSG00000083950",0,0,0,0,0,0
"ENSMUSG00000083951",0,0,0,0,0,1
"ENSMUSG00000083953",1,4,0,2,0,3
"ENSMUSG00000083954",0,0,0,0,0,1
"ENSMUSG00000083955",0,0,0,0,0,0
"ENSMUSG00000083956",0,0,0,0,0,0
"ENSMUSG00000083957",0,0,0,1,0,0
"ENSMUSG00000083958",0,0,0,0,0,0
"ENSMUSG00000083960",0,0,0,0,0,0
"ENSMUSG00000083961",0,0,0,0,0,1
"ENSMUSG00000083962",7,3,2,2,10,2
"ENSMUSG00000083963",0,0,0,0,0,0
"ENSMUSG00000083964",6,12,16,8,7,15
"ENSMUSG00000083966",0,0,0,0,0,0
"ENSMUSG00000083967",0,0,0,0,0,0
"ENSMUSG00000083969",0,0,0,0,0,0
"ENSMUSG00000083970",0,0,0,0,0,0
"ENSMUSG00000083971",0,1,0,0,0,0
"ENSMUSG00000083972",0,0,0,0,0,0
"ENSMUSG00000083973",0,5,0,0,0,0
"ENSMUSG00000083974",2,1,0,0,4,3
"ENSMUSG00000083975",0,0,0,0,0,0
"ENSMUSG00000083976",0,0,0,0,0,1
"ENSMUSG00000083977",0,0,0,0,1,0
"ENSMUSG00000083978",0,0,1,0,0,0
"ENSMUSG00000083979",2,0,0,0,0,1
"ENSMUSG00000083981",0,0,0,0,0,0
"ENSMUSG00000083982",0,0,0,0,0,0
"ENSMUSG00000083983",0,1,0,0,0,0
"ENSMUSG00000083985",5,4,3,1,5,3
"ENSMUSG00000083986",4,2,4,2,1,5
"ENSMUSG00000083987",0,0,0,0,0,0
"ENSMUSG00000083988",4,3,1,5,1,1
"ENSMUSG00000083989",0,0,0,0,0,0
"ENSMUSG00000083991",0,0,0,0,0,0
"ENSMUSG00000083992",1014,1162,1652,789,1342,1034
"ENSMUSG00000083993",0,1,0,0,0,0
"ENSMUSG00000083994",250,299,406,201,228,295
"ENSMUSG00000083995",0,0,0,0,0,0
"ENSMUSG00000083996",0,0,0,0,0,0
"ENSMUSG00000083997",0,1,0,0,0,0
"ENSMUSG00000083998",32,49,80,12,31,42
"ENSMUSG00000083999",0,0,0,0,0,0
"ENSMUSG00000084000",10,14,26,8,18,15
"ENSMUSG00000084001",0,0,0,0,0,0
"ENSMUSG00000084003",0,0,0,0,0,0
"ENSMUSG00000084004",6,8,6,7,6,3
"ENSMUSG00000084005",0,0,0,0,0,0
"ENSMUSG00000084006",150,163,217,143,162,234
"ENSMUSG00000084007",7,12,19,13,6,14
"ENSMUSG00000084009",0,0,0,0,0,0
"ENSMUSG00000084010",0,0,0,0,0,0
"ENSMUSG00000084011",1,0,1,0,0,2
"ENSMUSG00000084012",0,3,0,0,0,0
"ENSMUSG00000084013",342,509,633,344,432,437
"ENSMUSG00000084014",5,9,12,5,6,14
"ENSMUSG00000084015",0,0,0,0,0,0
"ENSMUSG00000084016",0,0,0,0,0,0
"ENSMUSG00000084017",0,1,3,2,1,2
"ENSMUSG00000084018",17,16,28,7,19,15
"ENSMUSG00000084019",0,0,0,0,0,0
"ENSMUSG00000084020",1286,1470,2214,1229,1806,1700
"ENSMUSG00000084021",0,0,0,0,0,0
"ENSMUSG00000084022",169,159,247,101,126,179
"ENSMUSG00000084024",0,2,1,0,0,0
"ENSMUSG00000084025",0,0,0,0,0,0
"ENSMUSG00000084026",7,6,19,3,8,18
"ENSMUSG00000084027",0,0,0,0,0,0
"ENSMUSG00000084028",1,2,0,1,0,0
"ENSMUSG00000084029",0,1,0,0,0,1
"ENSMUSG00000084030",0,0,0,0,0,0
"ENSMUSG00000084031",0,0,0,0,0,1
"ENSMUSG00000084032",0,0,0,0,0,1
"ENSMUSG00000084033",0,0,0,0,0,0
"ENSMUSG00000084034",0,0,0,0,1,0
"ENSMUSG00000084038",17,23,41,17,24,43
"ENSMUSG00000084039",0,0,0,0,1,0
"ENSMUSG00000084040",0,0,0,0,0,0
"ENSMUSG00000084041",0,0,0,0,0,0
"ENSMUSG00000084043",0,0,0,0,0,0
"ENSMUSG00000084044",0,0,0,0,0,0
"ENSMUSG00000084045",0,0,0,0,0,0
"ENSMUSG00000084046",0,0,0,0,0,0
"ENSMUSG00000084047",1,0,0,1,0,0
"ENSMUSG00000084048",0,0,0,0,0,0
"ENSMUSG00000084050",1,0,0,0,0,1
"ENSMUSG00000084051",0,0,0,0,0,0
"ENSMUSG00000084052",0,3,0,0,1,1
"ENSMUSG00000084053",0,0,0,0,0,0
"ENSMUSG00000084054",0,1,0,0,1,0
"ENSMUSG00000084055",51,52,83,36,46,35
"ENSMUSG00000084056",0,0,0,0,0,0
"ENSMUSG00000084057",0,0,0,0,0,0
"ENSMUSG00000084058",0,0,2,0,1,1
"ENSMUSG00000084059",0,0,0,0,0,0
"ENSMUSG00000084060",0,0,0,0,0,0
"ENSMUSG00000084061",2,0,1,0,0,0
"ENSMUSG00000084062",0,0,0,0,0,0
"ENSMUSG00000084063",0,0,0,0,0,0
"ENSMUSG00000084064",17,27,29,9,17,34
"ENSMUSG00000084065",0,0,0,0,0,0
"ENSMUSG00000084066",0,0,0,0,0,0
"ENSMUSG00000084067",254,304,433,221,317,299
"ENSMUSG00000084068",0,0,0,0,0,0
"ENSMUSG00000084069",0,0,0,1,0,1
"ENSMUSG00000084070",0,0,0,0,0,0
"ENSMUSG00000084071",26,33,41,18,21,30
"ENSMUSG00000084072",0,1,0,0,0,0
"ENSMUSG00000084073",0,0,0,0,0,0
"ENSMUSG00000084074",0,0,0,1,0,0
"ENSMUSG00000084075",0,0,0,0,0,0
"ENSMUSG00000084076",0,0,0,0,0,0
"ENSMUSG00000084077",21,34,38,21,26,32
"ENSMUSG00000084078",0,0,0,0,0,0
"ENSMUSG00000084079",0,0,0,0,0,0
"ENSMUSG00000084080",0,0,0,0,0,0
"ENSMUSG00000084081",51,96,131,70,103,86
"ENSMUSG00000084082",0,0,0,0,0,0
"ENSMUSG00000084083",61,96,169,75,96,98
"ENSMUSG00000084085",0,0,1,0,0,0
"ENSMUSG00000084086",130,208,263,119,170,199
"ENSMUSG00000084087",0,1,4,0,0,0
"ENSMUSG00000084088",20,32,62,19,25,74
"ENSMUSG00000084089",0,0,0,0,0,0
"ENSMUSG00000084090",4,0,1,0,0,2
"ENSMUSG00000084091",0,0,0,0,0,0
"ENSMUSG00000084092",0,0,0,0,0,0
"ENSMUSG00000084093",276,603,695,336,619,450
"ENSMUSG00000084094",623,698,921,526,628,711
"ENSMUSG00000084095",0,0,0,0,0,0
"ENSMUSG00000084096",0,0,0,0,0,0
"ENSMUSG00000084097",0,0,0,0,0,0
"ENSMUSG00000084098",318,346,594,272,419,419
"ENSMUSG00000084099",423,475,625,300,471,504
"ENSMUSG00000084101",0,0,0,0,0,0
"ENSMUSG00000084102",0,0,0,0,0,0
"ENSMUSG00000084103",0,0,0,0,0,0
"ENSMUSG00000084104",129,147,179,96,118,158
"ENSMUSG00000084105",2,0,1,0,2,2
"ENSMUSG00000084106",1,7,6,2,1,7
"ENSMUSG00000084107",2,2,0,0,3,1
"ENSMUSG00000084108",0,0,0,0,0,0
"ENSMUSG00000084110",5,2,11,5,10,6
"ENSMUSG00000084111",0,1,0,0,0,0
"ENSMUSG00000084112",0,0,0,0,0,0
"ENSMUSG00000084113",249,293,395,224,292,324
"ENSMUSG00000084114",0,0,0,0,0,0
"ENSMUSG00000084115",34,38,81,25,57,46
"ENSMUSG00000084116",0,0,1,1,0,0
"ENSMUSG00000084117",0,0,0,0,0,0
"ENSMUSG00000084118",0,0,0,0,0,0
"ENSMUSG00000084119",0,0,0,0,0,0
"ENSMUSG00000084120",0,0,0,0,0,0
"ENSMUSG00000084123",0,0,0,0,0,0
"ENSMUSG00000084124",1,0,1,0,0,1
"ENSMUSG00000084125",0,0,0,0,0,0
"ENSMUSG00000084126",0,0,0,0,0,0
"ENSMUSG00000084127",0,0,0,0,1,0
"ENSMUSG00000084128",4,4,10,1,5,1
"ENSMUSG00000084129",0,0,0,0,1,0
"ENSMUSG00000084130",0,0,0,0,0,0
"ENSMUSG00000084131",0,0,0,0,0,1
"ENSMUSG00000084132",0,1,1,0,1,1
"ENSMUSG00000084133",0,0,0,0,0,0
"ENSMUSG00000084134",0,0,0,0,0,0
"ENSMUSG00000084135",0,0,0,0,0,0
"ENSMUSG00000084136",0,0,0,0,0,0
"ENSMUSG00000084137",1,1,0,0,0,1
"ENSMUSG00000084138",0,0,0,0,0,0
"ENSMUSG00000084139",0,2,1,1,0,0
"ENSMUSG00000084140",3,2,3,2,4,8
"ENSMUSG00000084141",5,1,3,5,0,3
"ENSMUSG00000084142",0,1,1,0,0,0
"ENSMUSG00000084143",0,0,0,1,0,1
"ENSMUSG00000084144",5,2,3,1,2,3
"ENSMUSG00000084145",386,471,625,298,419,468
"ENSMUSG00000084146",5,8,4,3,6,6
"ENSMUSG00000084147",0,0,0,0,0,0
"ENSMUSG00000084148",0,0,0,0,0,0
"ENSMUSG00000084149",6,1,3,3,2,2
"ENSMUSG00000084150",0,5,4,2,3,0
"ENSMUSG00000084151",0,0,0,0,0,0
"ENSMUSG00000084152",0,0,0,0,0,0
"ENSMUSG00000084153",755,1073,1133,619,868,885
"ENSMUSG00000084154",0,1,3,2,1,3
"ENSMUSG00000084155",0,0,0,0,0,0
"ENSMUSG00000084156",0,0,0,0,0,0
"ENSMUSG00000084157",0,0,0,0,0,0
"ENSMUSG00000084158",0,0,0,0,0,0
"ENSMUSG00000084159",622,755,1017,565,762,857
"ENSMUSG00000084160",36,34,55,26,42,37
"ENSMUSG00000084161",0,0,0,0,0,0
"ENSMUSG00000084162",18,41,41,27,27,32
"ENSMUSG00000084163",0,0,0,0,0,0
"ENSMUSG00000084164",0,0,1,0,0,0
"ENSMUSG00000084166",0,0,0,0,0,0
"ENSMUSG00000084167",0,0,0,0,0,0
"ENSMUSG00000084168",1,0,0,0,0,0
